Participant, ROI, FA, MSD, MSK, NDI, ODI, Fiso
550,Corpus_Callosum_Genu,0.5074297,0.9431644,1.0379040,0.5748861,0.2101979,0.1156477
550,Corpus_Callosum_Body,0.5219524,0.8324503,1.1870378,0.6665550,0.2430974,0.0994283
550,Corpus_Callosum_Splenium,0.4787748,0.9871148,1.1198584,0.6482615,0.2488868,0.1835362
550,Fornix_(Column&Body),0.5167388,0.7863704,1.2660670,0.7249939,0.2692511,0.0959825
550,Corticospinal_Tract_R,0.5138119,0.8499887,1.1884800,0.6574528,0.2474041,0.1055533
550,Corticospinal_Tract_L,0.5418609,0.8760568,1.1367100,0.6294964,0.2139460,0.1046440
550,Medial_Lemniscus_R,0.4786916,0.8974941,1.1074071,0.6309485,0.2523344,0.1229877
550,Medial_Lemniscus_L,0.5083634,0.8142792,1.2544345,0.7157849,0.2658003,0.1101907
550,Inf_Cerebellar_Ped_R,0.4280693,1.0482970,1.0296632,0.5654784,0.2470141,0.1758969
550,Inf_Cerebellar_Ped_L,0.4781222,0.9675883,1.0913431,0.5973782,0.2369317,0.1371743
550,Sup_Cerebellar_Ped_R,0.5058203,0.8493514,1.1825608,0.6644985,0.2526994,0.1078513
550,Sup_Cerebellar_Ped_L,0.4991167,0.9129176,1.1361199,0.6283248,0.2339051,0.1283100
550,Cerebral_Ped_R,0.5217151,0.8217804,1.2134019,0.6821860,0.2476049,0.0998107
550,Cerebral_Ped_L,0.5221719,0.8636709,1.2172282,0.6952229,0.2429401,0.1341986
550,Ant_Internal_Capsule_R,0.4621068,0.8802953,1.1191263,0.6310630,0.2689253,0.1100064
550,Ant_Internal_Capsule_L,0.4819543,0.8415947,1.1511049,0.6443345,0.2601323,0.0927662
550,Post_Internal_Capsule_R,0.5211697,0.8431481,1.1410890,0.6361878,0.2357280,0.0900139
550,Post_Internal_Capsule_L,0.4845377,0.8641069,1.1368735,0.6299757,0.2584929,0.1017088
550,Retrolent_Internal_Capsule_R,0.4771478,0.8919357,1.0889620,0.5972226,0.2485550,0.0969676
550,Retrolent_Internal_Capsule_L,0.4428823,1.0189546,1.0319786,0.5524053,0.2410062,0.1434428
550,Ant_Corona_Radiata_R,0.5699366,0.8069181,1.2637900,0.7095835,0.2268747,0.1036688
550,Ant_Corona_Radiata_L,0.5364101,0.8271300,1.2245916,0.6896764,0.2387448,0.1065867
550,Sup_Corona_Radiata_R,0.4988919,0.9109287,1.0614567,0.5893539,0.2300164,0.1057119
550,Sup_Corona_Radiata_L,0.5288194,0.8478903,1.2167363,0.6873817,0.2425254,0.1190826
550,Post_Corona_Radiata_R,0.5445799,0.8190229,1.2613770,0.7130401,0.2423871,0.1119449
551,Middle_Cerebellar_Ped,0.5425498,0.8415728,1.2427214,0.7081525,0.2399966,0.1227670
551,Pontine_Crossing_Tract,0.5405704,0.8171848,1.2354777,0.6965838,0.2416396,0.1024427
551,Corpus_Callosum_Genu,0.4761129,0.9813124,1.0753057,0.6098346,0.2397200,0.1628504
551,Corpus_Callosum_Body,0.5001901,0.8572513,1.1970224,0.6902597,0.2630682,0.1275555
551,Corpus_Callosum_Splenium,0.5064800,0.8726181,1.0968342,0.6081158,0.2362152,0.0924412
551,Fornix_(Column&Body),0.4762528,0.8862350,1.1740182,0.6646457,0.2633634,0.1312631
551,Corticospinal_Tract_R,0.4875751,0.8260949,1.2237834,0.6900878,0.2761762,0.1069719
551,Corticospinal_Tract_L,0.5013685,0.8352607,1.1616155,0.6445588,0.2486311,0.0904264
551,Medial_Lemniscus_R,0.5802890,0.8142776,1.4000643,0.8276866,0.2443388,0.1455716
551,Medial_Lemniscus_L,0.5552311,0.8202802,1.1903025,0.6701732,0.2270890,0.0929567
551,Inf_Cerebellar_Ped_R,0.5010876,0.8532461,1.1863397,0.6678592,0.2540639,0.1117688
551,Inf_Cerebellar_Ped_L,0.5021914,0.9046748,1.1227630,0.6331719,0.2394802,0.1252529
551,Sup_Cerebellar_Ped_R,0.5072620,0.8224543,1.2125900,0.6796255,0.2627897,0.0993065
551,Sup_Cerebellar_Ped_L,0.4921013,0.8442569,1.2604720,0.7385773,0.2794861,0.1371866
551,Cerebral_Ped_R,0.4937420,0.8800518,1.2184722,0.7001686,0.2645662,0.1436626
551,Cerebral_Ped_L,0.4952325,0.9206066,1.1733032,0.6649708,0.2525556,0.1545555
551,Ant_Internal_Capsule_R,0.4346627,1.0305594,1.0300551,0.5662371,0.2458479,0.1573222
551,Ant_Internal_Capsule_L,0.4529494,0.9914309,1.0129747,0.5565750,0.2397982,0.1348392
551,Post_Internal_Capsule_R,0.5504600,0.8304857,1.2073694,0.6746532,0.2311290,0.1008018
551,Post_Internal_Capsule_L,0.5466808,0.8092069,1.2802773,0.7331471,0.2510561,0.1144206
551,Retrolent_Internal_Capsule_R,0.4633395,0.9127373,1.1153653,0.6455762,0.2680859,0.1372114
551,Retrolent_Internal_Capsule_L,0.5724341,0.8289180,1.1824928,0.6483165,0.2088398,0.0878373
551,Ant_Corona_Radiata_R,0.5051440,0.8571258,1.1865565,0.6885738,0.2564341,0.1228565
551,Ant_Corona_Radiata_L,0.4991484,0.8424571,1.2464605,0.7126221,0.2704357,0.1267026
551,Sup_Corona_Radiata_R,0.5123253,0.8652354,1.2014803,0.6900492,0.2551174,0.1318692
551,Sup_Corona_Radiata_L,0.5148377,0.8802556,1.1238665,0.6234516,0.2346881,0.1064538
551,Post_Corona_Radiata_R,0.5349296,0.8151378,1.1655137,0.6920440,0.2474363,0.1022960
552,Middle_Cerebellar_Ped,0.4734445,0.9019963,1.0718823,0.6157266,0.2518080,0.1172347
552,Pontine_Crossing_Tract,0.5085789,0.8519575,1.2328392,0.6963497,0.2589143,0.1254184
552,Corpus_Callosum_Genu,0.5296357,0.8470067,1.2098736,0.6813259,0.2404399,0.1157446
552,Corpus_Callosum_Body,0.5545369,0.8295139,1.2663122,0.7252938,0.2381527,0.1247959
552,Corpus_Callosum_Splenium,0.4754388,0.9320117,1.0887046,0.6003995,0.2461999,0.1261801
552,Fornix_(Column&Body),0.5097291,0.8721440,1.1761402,0.6587154,0.2417509,0.1216797
552,Corticospinal_Tract_R,0.5114406,0.8583438,1.1568577,0.6464995,0.2447056,0.1053087
552,Corticospinal_Tract_L,0.5097800,0.8357265,1.1910443,0.6643159,0.2552341,0.0990047
552,Medial_Lemniscus_R,0.5140387,0.8184720,1.2190236,0.6893203,0.2559367,0.0993722
552,Medial_Lemniscus_L,0.4649845,0.9048301,1.1003877,0.6285103,0.2642329,0.1236291
552,Inf_Cerebellar_Ped_R,0.4426190,0.9662117,1.0224573,0.5608664,0.2536400,0.1232933
552,Inf_Cerebellar_Ped_L,0.4612611,0.8911571,1.1030924,0.6119314,0.2649702,0.1059138
552,Sup_Cerebellar_Ped_R,0.5352855,0.8133017,1.2258122,0.6861443,0.2427969,0.0967074
552,Sup_Cerebellar_Ped_L,0.4422097,0.9561427,1.0147690,0.5556546,0.2576873,0.1107899
552,Cerebral_Ped_R,0.5427102,0.8238515,1.2210286,0.6904678,0.2386362,0.1057373
552,Cerebral_Ped_L,0.4888865,0.8692314,1.1529520,0.6449560,0.2558655,0.1115756
552,Ant_Internal_Capsule_R,0.5142823,0.8605500,1.1915628,0.6852606,0.2532713,0.1263702
552,Ant_Internal_Capsule_L,0.5810569,0.8135117,1.2690841,0.7155175,0.2202949,0.1106855
552,Post_Internal_Capsule_R,0.5283681,0.8216902,1.1951445,0.6872977,0.2477102,0.1032007
552,Post_Internal_Capsule_L,0.4808525,0.8636216,1.1226079,0.6163463,0.2576652,0.0909894
552,Retrolent_Internal_Capsule_R,0.5212275,0.8512133,1.1979794,0.6727257,0.2442147,0.1136690
552,Retrolent_Internal_Capsule_L,0.5279744,0.8331803,1.2085984,0.6734973,0.2438183,0.1011014
552,Ant_Corona_Radiata_R,0.4654636,0.9278239,1.0465118,0.5743578,0.2428900,0.1088889
552,Ant_Corona_Radiata_L,0.5407924,0.7911361,1.2612796,0.7099855,0.2494005,0.0935914
552,Sup_Corona_Radiata_R,0.5400187,0.8321470,1.2737354,0.7384464,0.2468636,0.1306794
552,Sup_Corona_Radiata_L,0.5079533,0.8903305,1.1575654,0.6438724,0.2422636,0.1241202
552,Post_Corona_Radiata_R,0.5342556,0.8408464,1.1830187,0.6624091,0.2336822,0.1020310
553,Middle_Cerebellar_Ped,0.5260113,0.8079756,1.2656164,0.7160205,0.2585724,0.1077510
553,Pontine_Crossing_Tract,0.4971388,0.9007421,1.1673216,0.6736590,0.2512296,0.1429357
553,Corpus_Callosum_Genu,0.5233844,0.8623678,1.2241393,0.6905629,0.2415761,0.1287863
553,Corpus_Callosum_Body,0.4694977,0.8780331,1.1649521,0.6498326,0.2671417,0.1179024
553,Corpus_Callosum_Splenium,0.5557938,0.7975536,1.2574364,0.7081668,0.2396058,0.0971575
553,Fornix_(Column&Body),0.5393414,0.8542614,1.1839445,0.6659482,0.2261157,0.1133907
553,Corticospinal_Tract_R,0.5289842,0.8268400,1.2022130,0.6766434,0.2429056,0.0999373
553,Corticospinal_Tract_L,0.4963317,0.8797338,1.1737441,0.6614797,0.2509140,0.1267409
553,Medial_Lemniscus_R,0.4780187,0.9304549,1.1270199,0.6325605,0.2505735,0.1427806
553,Medial_Lemniscus_L,0.5296478,0.8095858,1.2026505,0.6828309,0.2445218,0.0924693
553,Inf_Cerebellar_Ped_R,0.5683064,0.8189441,1.2334148,0.6923692,0.2239183,0.1020181
553,Inf_Cerebellar_Ped_L,0.5078041,0.7886908,1.2324908,0.6923850,0.2677721,0.0843167
553,Sup_Cerebellar_Ped_R,0.4863581,0.8995174,1.0608051,0.5773498,0.2346563,0.0905282
553,Sup_Cerebellar_Ped_L,0.5786653,0.8787708,1.2361432,0.6986298,0.2098316,0.1414290
553,Cerebral_Ped_R,0.5339091,0.8464610,1.2305714,0.7039496,0.2437513,0.1253746
553,Cerebral_Ped_L,0.5272701,0.8505249,1.1997208,0.6814158,0.2432423,0.1182265
553,Ant_Internal_Capsule_R,0.5376972,0.8080408,1.2639875,0.7318591,0.2546200,0.1114651
553,Ant_Internal_Capsule_L,0.4972503,0.8934163,1.1422180,0.6356471,0.2421239,0.1194564
553,Post_Internal_Capsule_R,0.4882015,0.8306219,1.2364616,0.7159331,0.2786033,0.1211993
553,Post_Internal_Capsule_L,0.4783908,0.8705071,1.1294459,0.6521567,0.2671725,0.1153431
553,Retrolent_Internal_Capsule_R,0.4963897,0.8426544,1.1904296,0.6664802,0.2598028,0.1057236
553,Retrolent_Internal_Capsule_L,0.5130446,0.8692581,1.1435783,0.6328535,0.2364860,0.1058492
553,Ant_Corona_Radiata_R,0.4877582,0.8847211,1.1337533,0.6416942,0.2546883,0.1200203
553,Ant_Corona_Radiata_L,0.5498008,0.8232280,1.2459794,0.6984767,0.2314427,0.1064261
553,Sup_Corona_Radiata_R,0.4546797,0.9075111,1.0509389,0.5935894,0.2614488,0.1063449
553,Sup_Corona_Radiata_L,0.4967573,0.9381432,1.1127987,0.6206229,0.2321138,0.1387734
553,Post_Corona_Radiata_R,0.4930185,0.8788703,1.1875846,0.6663862,0.2588415,0.1262246
554,Middle_Cerebellar_Ped,0.5163011,0.8406840,1.1905691,0.6651834,0.2526642,0.1029183
554,Pontine_Crossing_Tract,0.5057745,0.8430761,1.1618515,0.6465388,0.2518035,0.0959516
554,Corpus_Callosum_Genu,0.5149637,0.8019837,1.2108860,0.6861073,0.2581598,0.0903223
554,Corpus_Callosum_Body,0.4974886,0.8515715,1.1766236,0.6535035,0.2573429,0.1050446
554,Corpus_Callosum_Splenium,0.5441487,0.8212881,1.2538245,0.7157870,0.2430275,0.1134466
554,Fornix_(Column&Body),0.5009947,0.8394122,1.2167369,0.6845186,0.2637749,0.1139994
554,Corticospinal_Tract_R,0.5026595,0.8105921,1.1763284,0.6628813,0.2612163,0.0846727
554,Corticospinal_Tract_L,0.5045819,0.9004271,1.1154139,0.6335431,0.2373791,0.1259393
554,Medial_Lemniscus_R,0.5334325,0.8604866,1.2276976,0.6926467,0.2362648,0.1293262
554,Medial_Lemniscus_L,0.5449621,0.8318853,1.2627348,0.7187134,0.2402980,0.1222001
554,Inf_Cerebellar_Ped_R,0.5354593,0.8785303,1.1084143,0.6042184,0.2121682,0.0932282
554,Inf_Cerebellar_Ped_L,0.4991510,0.8605452,1.1548591,0.6354357,0.2474620,0.1020893
554,Sup_Cerebellar_Ped_R,0.5076877,0.8996591,1.0558314,0.5802425,0.2294369,0.0925438
554,Sup_Cerebellar_Ped_L,0.5018212,0.8969763,1.1497236,0.6379701,0.2448222,0.1245901
554,Cerebral_Ped_R,0.5288984,0.8403439,1.1244367,0.6199466,0.2290949,0.0806036
554,Cerebral_Ped_L,0.5079363,0.8806554,1.1206459,0.6278149,0.2382140,0.1081829
554,Ant_Internal_Capsule_R,0.5308186,0.8220956,1.2709053,0.7280497,0.2542016,0.1207575
554,Ant_Internal_Capsule_L,0.5081231,0.8948117,1.1358637,0.6363478,0.2377406,0.1200603
554,Post_Internal_Capsule_R,0.4658423,0.9368902,1.1725028,0.6711927,0.2681104,0.1665193
554,Post_Internal_Capsule_L,0.5293332,0.9081172,1.1378829,0.6283541,0.2230959,0.1279955
554,Retrolent_Internal_Capsule_R,0.5383211,0.8085270,1.2459577,0.7053819,0.2486759,0.1026438
554,Retrolent_Internal_Capsule_L,0.5286782,0.8815915,1.0876891,0.6035619,0.2177277,0.0968596
554,Ant_Corona_Radiata_R,0.5011776,0.8372230,1.1972948,0.6799356,0.2622027,0.1104858
554,Ant_Corona_Radiata_L,0.5480459,0.8297541,1.1857845,0.6512353,0.2245715,0.0895906
554,Sup_Corona_Radiata_R,0.5198076,0.8210833,1.1864724,0.6638710,0.2478247,0.0907149
554,Sup_Corona_Radiata_L,0.4796972,0.9034288,1.0783893,0.5977943,0.2470887,0.1081714
554,Post_Corona_Radiata_R,0.5357245,0.8686275,1.1982855,0.6832660,0.2351205,0.1300797
555,Middle_Cerebellar_Ped,0.5119185,0.8577757,1.2134094,0.6826868,0.2496822,0.1235137
555,Pontine_Crossing_Tract,0.5007530,0.8770559,1.2076725,0.6871011,0.2540426,0.1336187
555,Corpus_Callosum_Genu,0.5467028,0.8300432,1.2283668,0.6866260,0.2309416,0.1073846
555,Corpus_Callosum_Body,0.5153655,0.8396495,1.1929245,0.6634068,0.2469541,0.1028280
555,Corpus_Callosum_Splenium,0.5254273,0.8557657,1.1673604,0.6461928,0.2360553,0.1054440
555,Fornix_(Column&Body),0.5233568,0.8359935,1.2144750,0.6832798,0.2490182,0.1111459
555,Corticospinal_Tract_R,0.5297838,0.8981169,1.1266170,0.6275964,0.2204655,0.1225362
555,Corticospinal_Tract_L,0.4972407,0.8561757,1.1843861,0.6577638,0.2572453,0.1101090
555,Medial_Lemniscus_R,0.5032479,0.8658172,1.1641255,0.6485819,0.2492655,0.1110387
555,Medial_Lemniscus_L,0.5445723,0.8047370,1.2786410,0.7347208,0.2484478,0.1103431
555,Inf_Cerebellar_Ped_R,0.4772918,0.9303170,1.0735947,0.6014832,0.2483502,0.1234744
555,Inf_Cerebellar_Ped_L,0.5346876,0.8192716,1.2262195,0.6862159,0.2402213,0.1011815
555,Sup_Cerebellar_Ped_R,0.5398498,0.8297981,1.2413387,0.7010159,0.2400319,0.1131587
555,Sup_Cerebellar_Ped_L,0.5089797,0.7957028,1.1499386,0.6692443,0.2632172,0.0782236
555,Cerebral_Ped_R,0.4768574,0.8966142,1.1763697,0.6621568,0.2676400,0.1379226
555,Cerebral_Ped_L,0.5041270,0.8500256,1.1903955,0.6589252,0.2519561,0.1061479
555,Ant_Internal_Capsule_R,0.5343265,0.8371996,1.2236955,0.6892924,0.2378198,0.1127574
555,Ant_Internal_Capsule_L,0.5191868,0.8427558,1.2052868,0.6717743,0.2429423,0.1061243
555,Post_Internal_Capsule_R,0.5253046,0.8633922,1.2326152,0.7098949,0.2438171,0.1398738
555,Post_Internal_Capsule_L,0.5560890,0.8238992,1.2328165,0.6918310,0.2317661,0.1050419
555,Retrolent_Internal_Capsule_R,0.5053816,0.8644512,1.1243398,0.6471382,0.2490317,0.1114499
555,Retrolent_Internal_Capsule_L,0.5079599,0.8570537,1.1827574,0.6588729,0.2472164,0.1102487
555,Ant_Corona_Radiata_R,0.4843225,0.9321815,1.1230147,0.6273904,0.2468741,0.1426683
555,Ant_Corona_Radiata_L,0.5086985,0.8748089,1.1986539,0.6851580,0.2554652,0.1356449
555,Sup_Corona_Radiata_R,0.5150715,0.8573508,1.2126754,0.7015380,0.2561064,0.1320774
555,Sup_Corona_Radiata_L,0.5001321,0.9339259,1.1482825,0.6576902,0.2413112,0.1566936
555,Post_Corona_Radiata_R,0.5309014,0.8269631,1.2467865,0.7031957,0.2505092,0.1124664
556,Middle_Cerebellar_Ped,0.5339586,0.8598675,1.2304303,0.6951416,0.2400655,0.1259767
556,Pontine_Crossing_Tract,0.5085000,0.8232280,1.2295172,0.7003507,0.2616550,0.1073272
556,Corpus_Callosum_Genu,0.4717012,0.8972875,1.1134909,0.6161788,0.2565830,0.1131213
556,Corpus_Callosum_Body,0.5440329,0.8181584,1.2290878,0.6880942,0.2394139,0.0996911
556,Corpus_Callosum_Splenium,0.5347646,0.8271898,1.2186160,0.6792476,0.2421957,0.1016292
556,Fornix_(Column&Body),0.5038234,0.8609531,1.1621074,0.6457557,0.2501668,0.1080529
556,Corticospinal_Tract_R,0.5009614,0.8883056,1.1074959,0.5997788,0.2318163,0.0986614
556,Corticospinal_Tract_L,0.5536329,0.8680558,1.2015592,0.6768586,0.2257032,0.1270500
556,Medial_Lemniscus_R,0.4514488,0.9420877,1.0334727,0.5775405,0.2603020,0.1172289
556,Medial_Lemniscus_L,0.4391490,0.9301731,1.1096929,0.6124194,0.2695464,0.1333295
556,Inf_Cerebellar_Ped_R,0.5476116,0.8280580,1.2251363,0.6733397,0.2309695,0.1009282
556,Inf_Cerebellar_Ped_L,0.4838151,0.8673257,1.1739199,0.6558792,0.2627133,0.1168985
556,Sup_Cerebellar_Ped_R,0.5519791,0.8293948,1.2599095,0.7150720,0.2348361,0.1184590
556,Sup_Cerebellar_Ped_L,0.5487221,0.8424973,1.2618588,0.7161771,0.2372848,0.1288959
556,Cerebral_Ped_R,0.5755583,0.8072631,1.2754846,0.7175997,0.2254547,0.1068894
556,Cerebral_Ped_L,0.5315126,0.9000818,1.1043052,0.6020952,0.2147836,0.1065763
556,Ant_Internal_Capsule_R,0.4952876,0.8774719,1.0708613,0.5872620,0.2348583,0.0847750
556,Ant_Internal_Capsule_L,0.5021295,0.9125265,1.1645270,0.6553806,0.2456587,0.1408672
556,Post_Internal_Capsule_R,0.5418539,0.8828145,1.1434013,0.6577020,0.2272536,0.1253475
556,Post_Internal_Capsule_L,0.5306336,0.8235747,1.2889584,0.7417633,0.2590107,0.1252518
556,Retrolent_Internal_Capsule_R,0.5750940,0.8300702,1.2505324,0.6979127,0.2196183,0.1117268
556,Retrolent_Internal_Capsule_L,0.5333105,0.7872646,1.2731131,0.7194545,0.2571171,0.0954621
556,Ant_Corona_Radiata_R,0.5344579,0.8287951,1.2176736,0.6796404,0.2429550,0.1042696
556,Ant_Corona_Radiata_L,0.5172394,0.8246099,1.1682996,0.6396565,0.2406745,0.0806310
556,Sup_Corona_Radiata_R,0.5458142,0.8062705,1.2727325,0.7243961,0.2460030,0.1090709
556,Sup_Corona_Radiata_L,0.5512810,0.8172870,1.2634812,0.7117000,0.2403153,0.1102445
556,Post_Corona_Radiata_R,0.4740660,0.8947752,1.2131212,0.6963953,0.2761271,0.1539503
557,Middle_Cerebellar_Ped,0.5763721,0.8561811,1.2177341,0.6762231,0.2104610,0.1154094
557,Pontine_Crossing_Tract,0.5375386,0.8236276,1.2246679,0.6988092,0.2404693,0.1102157
557,Corpus_Callosum_Genu,0.5368279,0.8067300,1.2766083,0.7243037,0.2523825,0.1098555
557,Corpus_Callosum_Body,0.4770540,0.8706331,1.1427907,0.6322176,0.2614199,0.1043601
557,Corpus_Callosum_Splenium,0.4980371,0.8751973,1.0424707,0.5917450,0.2353244,0.0870893
557,Fornix_(Column&Body),0.5373155,0.8648867,1.1849235,0.6568325,0.2298267,0.1151633
557,Corticospinal_Tract_R,0.5190150,0.8485200,1.1323408,0.6341284,0.2365964,0.0940608
557,Corticospinal_Tract_L,0.5265268,0.8350918,1.1970199,0.6850890,0.2475977,0.1079608
557,Medial_Lemniscus_R,0.4499325,0.9271061,1.0711451,0.6002927,0.2673705,0.1236372
557,Medial_Lemniscus_L,0.5055642,0.8656698,1.2007423,0.6722074,0.2561293,0.1224101
557,Inf_Cerebellar_Ped_R,0.4565077,0.9965187,1.0118513,0.5434112,0.2389548,0.1289101
557,Inf_Cerebellar_Ped_L,0.5187013,0.8691305,1.1757560,0.6515799,0.2365595,0.1142905
557,Sup_Cerebellar_Ped_R,0.5502312,0.8158434,1.2398247,0.6976879,0.2348053,0.1040118
557,Sup_Cerebellar_Ped_L,0.4977849,0.9241211,1.0751624,0.5889746,0.2214410,0.1120716
557,Cerebral_Ped_R,0.5170738,0.8643684,1.2339458,0.7066384,0.2522214,0.1353405
557,Cerebral_Ped_L,0.4893944,0.8377649,1.1666048,0.6529429,0.2602511,0.0957450
557,Ant_Internal_Capsule_R,0.5244043,0.8281504,1.1618761,0.6322027,0.2380397,0.0760868
557,Ant_Internal_Capsule_L,0.4931313,0.8926456,1.2097943,0.7046758,0.2641779,0.1521290
557,Post_Internal_Capsule_R,0.5156969,0.8396246,1.2221700,0.6862482,0.2516026,0.1143059
557,Post_Internal_Capsule_L,0.5234962,0.8256322,1.1978194,0.6594628,0.2387141,0.0914807
557,Retrolent_Internal_Capsule_R,0.5224597,0.8332763,1.1764096,0.6589865,0.2387350,0.0954680
557,Retrolent_Internal_Capsule_L,0.4952576,0.8571123,1.1497216,0.6327164,0.2457615,0.0966534
557,Ant_Corona_Radiata_R,0.5574467,0.8369454,1.2352701,0.6932598,0.2243711,0.1149466
557,Ant_Corona_Radiata_L,0.5370864,0.8207734,1.2295702,0.6962137,0.2452659,0.1068492
557,Sup_Corona_Radiata_R,0.4700882,0.8319873,1.1967112,0.6807970,0.2840667,0.1065213
557,Sup_Corona_Radiata_L,0.5214308,0.8600463,1.1896017,0.6661849,0.2461547,0.1168916
557,Post_Corona_Radiata_R,0.5674372,0.9133684,1.3812088,0.8727698,0.2441668,0.2168681
558,Middle_Cerebellar_Ped,0.4782875,0.8430994,1.1776687,0.6624107,0.2696957,0.1017339
558,Pontine_Crossing_Tract,0.5278324,0.8365061,1.1279940,0.6285852,0.2298824,0.0803166
558,Corpus_Callosum_Genu,0.5058826,0.8396412,1.2088545,0.6905543,0.2632692,0.1149286
558,Corpus_Callosum_Body,0.4730735,0.9064965,1.1176914,0.6104585,0.2528512,0.1160889
558,Corpus_Callosum_Splenium,0.4870068,0.9152113,1.1263136,0.6261622,0.2482512,0.1321297
558,Fornix_(Column&Body),0.5000666,0.8355217,1.1581390,0.6544452,0.2611633,0.0950685
558,Corticospinal_Tract_R,0.5251132,0.8189380,1.2306394,0.6914016,0.2492803,0.1017410
558,Corticospinal_Tract_L,0.5511828,0.8474768,1.1903227,0.6620436,0.2231921,0.1076064
558,Medial_Lemniscus_R,0.4652881,0.8748572,1.1778875,0.6770007,0.2841893,0.1276950
558,Medial_Lemniscus_L,0.5076132,0.8487511,1.2290453,0.7110479,0.2652135,0.1284384
558,Inf_Cerebellar_Ped_R,0.5826134,0.7926051,1.2176257,0.6813558,0.2153434,0.0800465
558,Inf_Cerebellar_Ped_L,0.5009939,0.8889602,1.1385759,0.6358208,0.2444715,0.1188758
558,Sup_Cerebellar_Ped_R,0.5085950,0.8527888,1.1804298,0.6692578,0.2495873,0.1124290
558,Sup_Cerebellar_Ped_L,0.5006359,0.8563189,1.1925535,0.6695675,0.2541728,0.1157846
558,Cerebral_Ped_R,0.5820445,0.8163533,1.2081085,0.6766125,0.2077978,0.0951831
558,Cerebral_Ped_L,0.5064541,0.8736562,1.1456415,0.6619594,0.2437636,0.1248731
558,Ant_Internal_Capsule_R,0.5097842,0.8684703,1.0974130,0.5979025,0.2286762,0.0830199
558,Ant_Internal_Capsule_L,0.5183964,0.8562528,1.1653409,0.6477058,0.2400333,0.1038859
558,Post_Internal_Capsule_R,0.5055601,0.8229895,1.2074841,0.6764839,0.2681081,0.0987042
558,Post_Internal_Capsule_L,0.4596948,0.9000110,1.0699431,0.5849598,0.2597572,0.0959183
558,Retrolent_Internal_Capsule_R,0.5144973,0.8365317,1.2311735,0.6926176,0.2554984,0.1146892
558,Retrolent_Internal_Capsule_L,0.5215451,0.8566149,1.2333090,0.7007508,0.2489869,0.1296032
558,Ant_Corona_Radiata_R,0.5289271,0.8295680,1.2539466,0.7138744,0.2504313,0.1185155
558,Ant_Corona_Radiata_L,0.5117082,0.8066229,1.1780336,0.6655796,0.2548450,0.0842852
558,Sup_Corona_Radiata_R,0.5165146,0.8361785,1.2173909,0.6822730,0.2512587,0.1093613
558,Sup_Corona_Radiata_L,0.5047051,0.8440382,1.1094294,0.6180457,0.2395113,0.0810023
558,Post_Corona_Radiata_R,0.4944861,0.8311148,1.1945232,0.6726580,0.2691700,0.1026528
559,Middle_Cerebellar_Ped,0.5040337,0.8133109,1.1933801,0.6768078,0.2612599,0.0922794
559,Pontine_Crossing_Tract,0.5373347,0.8312471,1.2541539,0.7160366,0.2455651,0.1198688
559,Corpus_Callosum_Genu,0.4896558,0.9015559,1.0807520,0.6156208,0.2477494,0.1159804
559,Corpus_Callosum_Body,0.5327017,0.8332389,1.2254152,0.6830611,0.2383921,0.1078099
559,Corpus_Callosum_Splenium,0.5484253,0.8194313,1.2465204,0.7014713,0.2420321,0.1079167
559,Fornix_(Column&Body),0.5048418,0.8420100,1.1324852,0.6532522,0.2566916,0.0996743
559,Corticospinal_Tract_R,0.4820609,0.8419638,1.2274695,0.6993588,0.2817291,0.1217129
559,Corticospinal_Tract_L,0.4747195,0.9773742,1.0858646,0.5998071,0.2421835,0.1522759
559,Medial_Lemniscus_R,0.4860226,0.8237150,1.1894260,0.6624775,0.2696543,0.0926211
559,Medial_Lemniscus_L,0.4919914,0.8444325,1.1822258,0.6612083,0.2634974,0.1042545
559,Inf_Cerebellar_Ped_R,0.4952683,0.8810030,1.2179647,0.6910776,0.2629434,0.1426195
559,Inf_Cerebellar_Ped_L,0.4871755,0.8794704,1.2253380,0.7009525,0.2661193,0.1424278
559,Sup_Cerebellar_Ped_R,0.5577898,0.8409968,1.2213861,0.6812563,0.2265798,0.1114017
559,Sup_Cerebellar_Ped_L,0.5449944,0.8319281,1.2726565,0.7174922,0.2418583,0.1232081
559,Cerebral_Ped_R,0.5427338,0.8175652,1.1630305,0.6417213,0.2300727,0.0769119
559,Cerebral_Ped_L,0.4787853,0.8446292,1.1636931,0.6654824,0.2741416,0.1057840
559,Ant_Internal_Capsule_R,0.4956156,0.8559277,1.1435298,0.6476256,0.2566583,0.1044394
559,Ant_Internal_Capsule_L,0.5450409,0.7983340,1.2558597,0.7079025,0.2448296,0.0975932
559,Post_Internal_Capsule_R,0.5056564,0.8198156,1.2553739,0.7165717,0.2705013,0.1130949
559,Post_Internal_Capsule_L,0.5030995,0.8776955,1.1785195,0.6640016,0.2514355,0.1274452
559,Retrolent_Internal_Capsule_R,0.4452850,1.0238689,0.9576855,0.5079413,0.2272351,0.1208952
559,Retrolent_Internal_Capsule_L,0.5027631,0.8717393,1.1360806,0.6264510,0.2417574,0.1020458
559,Ant_Corona_Radiata_R,0.5332763,0.8144175,1.2385359,0.7007289,0.2542544,0.1061505
559,Ant_Corona_Radiata_L,0.4251892,1.0629361,1.0301391,0.5854463,0.2603073,0.1946739
